City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
89,Dingle,PH,11.0,122.67,79.23,87,95,3.42,light rain
90,Severo-Kurilsk,RU,50.68,156.12,52.77,90,100,4.43,overcast clouds
91,Codrington,AU,-38.27,141.97,52.66,71,95,8.81,overcast clouds
92,Dikson,RU,73.51,80.55,33.67,88,100,25.81,overcast clouds
93,Naliya,IN,23.27,68.83,79.09,78,0,6.87,clear sky
94,Carutapera,BR,-1.2,-46.02,78.51,82,7,7.63,clear sky
95,Lompoc,US,34.64,-120.46,71.6,72,1,12.75,clear sky
96,Punta Arenas,CL,-53.15,-70.92,44.6,70,40,14.99,scattered clouds
97,Clyde River,CA,70.47,-68.59,28.4,86,90,4.7,overcast clouds
98,Longyearbyen,SJ,78.22,15.64,35.6,100,90,5.82,overcast clouds
99,Ostrovnoy,RU,68.05,39.51,42.66,87,52,15.37,broken clouds
100,Panzhihua,CN,26.59,101.71,70.54,79,73,1.43,light rain
101,West Bay,KY,19.37,-81.42,86.0,84,20,5.82,few clouds
102,Saskylakh,RU,71.92,114.08,19.87,95,100,8.59,overcast clouds
103,Sarankhola,BD,22.31,89.79,78.4,94,90,4.29,overcast clouds
104,Cukai,MY,4.25,103.42,75.2,94,20,2.24,few clouds
105,Mitu,CO,1.2,-70.17,74.16,94,60,2.37,broken clouds
106,Fairbanks,US,64.84,-147.72,57.2,33,1,2.93,clear sky
107,Chuy,UY,-33.7,-53.46,53.91,91,100,15.64,overcast clouds
108,Dutse,NG,11.76,9.34,78.64,52,19,6.53,few clouds
109,Bolu,TR,40.67,31.58,60.51,43,0,2.15,clear sky
110,Lorengau,PG,-2.02,147.27,86.16,69,13,9.93,light rain
111,Bikin,RU,46.82,134.26,45.5,89,100,5.64,moderate rain
112,Lavrentiya,RU,65.58,-171.0,37.85,76,55,16.46,broken clouds
113,Kuching,MY,1.55,110.33,75.2,100,40,3.36,light rain
114,Victoria Point,AU,-27.58,153.3,80.01,52,31,3.0,scattered clouds
115,Port Keats,AU,-14.25,129.55,84.92,64,2,8.63,light rain
116,Bathsheba,BB,13.22,-59.52,82.4,78,40,11.41,scattered clouds
117,Qaanaaq,GL,77.48,-69.36,16.84,78,0,7.7,clear sky
118,Puerto Ayacucho,VE,5.66,-67.62,79.7,80,69,0.78,light rain
119,Chokurdakh,RU,70.63,147.92,29.82,92,100,8.37,overcast clouds
120,Soe,ID,-9.86,124.28,80.65,38,64,2.28,broken clouds
121,Odienne,CI,9.51,-7.57,71.78,94,100,1.57,light rain
122,Cap Malheureux,MU,-19.98,57.61,71.01,81,73,4.0,broken clouds
123,Ambilobe,MG,-13.2,49.05,70.2,85,45,4.07,scattered clouds
124,General Roca,AR,-39.03,-67.58,44.6,81,26,2.24,scattered clouds
125,Nieuw Amsterdam,SR,5.88,-55.08,79.0,88,20,9.46,few clouds
126,Sompeta,IN,18.93,84.6,79.11,85,94,6.17,heavy intensity rain
127,Lensk,RU,60.73,114.93,33.67,91,86,9.26,overcast clouds
128,Castro,BR,-24.79,-50.01,61.11,85,72,13.22,broken clouds
129,Wenzhou,CN,28.0,120.67,71.01,65,97,5.95,overcast clouds
130,Chincholi,IN,17.47,77.43,72.46,78,88,5.35,overcast clouds
131,Luderitz,NA,-26.65,15.16,60.3,72,98,11.88,overcast clouds
132,Karabash,RU,55.48,60.22,30.99,90,76,2.57,broken clouds
133,Andilamena,MG,-17.02,48.58,63.93,97,39,1.88,light rain
134,Bandrele,YT,-12.91,45.19,75.2,83,75,1.12,broken clouds
135,Piacabucu,BR,-10.41,-36.43,74.79,84,68,8.9,broken clouds
136,Halifax,CA,44.65,-63.57,52.0,83,63,2.13,broken clouds
137,Luanda,AO,-8.84,13.23,75.2,78,40,6.93,scattered clouds
138,Tilichiki,RU,60.47,166.1,40.03,65,27,2.44,scattered clouds
139,Reyes,BO,-14.32,-67.38,82.26,50,67,2.15,broken clouds
140,Laguna,US,38.42,-121.42,96.01,19,1,4.7,clear sky
141,Samarai,PG,-10.62,150.67,78.85,85,74,17.47,light rain
142,Burns Lake,CA,54.23,-125.75,57.38,49,2,9.8,clear sky
143,Rodionovo-Nesvetayskaya,RU,47.61,39.71,57.2,30,24,13.42,few clouds
144,Bambous Virieux,MU,-20.34,57.76,71.6,88,75,10.29,broken clouds
145,Rocha,UY,-34.48,-54.33,52.16,93,87,14.56,overcast clouds
146,Nikolskoye,RU,59.7,30.79,54.0,81,40,11.18,scattered clouds
147,Port Alfred,ZA,-33.59,26.89,64.72,82,0,17.31,clear sky
148,Nizhniy Odes,RU,63.64,54.86,30.76,96,66,6.02,broken clouds
149,Erenhot,CN,43.65,111.98,36.68,63,0,6.91,clear sky
150,Pangnirtung,CA,66.15,-65.71,26.85,92,43,3.58,scattered clouds
151,Port Elizabeth,ZA,-33.92,25.57,62.6,93,40,8.05,scattered clouds
152,Klaksvik,FO,62.23,-6.59,51.8,71,82,2.24,broken clouds
153,Hoi An,VN,15.88,108.33,77.0,100,20,1.12,few clouds
154,Vernon,CA,50.26,-119.27,66.99,64,68,1.99,broken clouds
155,Coahuayana,MX,18.73,-103.68,80.6,78,75,11.41,broken clouds
156,Isangel,VU,-19.55,169.27,76.28,62,7,5.23,clear sky
157,Haimen,CN,23.19,116.61,78.8,78,51,6.71,broken clouds
158,Alyangula,AU,-13.85,136.42,84.2,66,40,13.87,scattered clouds
159,Ende,ID,-8.84,121.66,82.81,58,85,2.86,overcast clouds
160,Carnarvon,AU,-24.87,113.63,59.0,33,0,13.87,clear sky
161,Port Hardy,CA,50.7,-127.42,60.8,72,20,5.82,few clouds
162,Tiksi,RU,71.69,128.87,21.85,94,94,17.43,overcast clouds
163,Ilulissat,GL,69.22,-51.1,26.6,53,46,4.7,scattered clouds
164,Faanui,PF,-16.48,-151.75,78.35,79,65,13.8,broken clouds
165,Pinotepa De Don Luis,MX,16.42,-97.92,73.11,92,21,2.66,few clouds
166,Meulaboh,ID,4.14,96.13,76.71,80,100,3.65,overcast clouds
167,Homer,US,59.64,-151.55,46.0,78,100,1.99,overcast clouds
168,Saint-Philippe,RE,-21.36,55.77,68.0,88,92,13.87,light rain
169,Yuancheng,CN,36.65,107.79,40.51,70,100,6.64,moderate rain
170,Veraval,IN,20.9,70.37,79.12,83,0,9.91,clear sky
171,Jeronimo Monteiro,BR,-20.79,-41.4,72.9,86,64,4.63,light rain
172,Touros,BR,-5.2,-35.46,77.0,83,20,6.93,few clouds
173,Vestmanna,FO,62.16,-7.17,51.8,71,73,2.24,broken clouds
174,Mehamn,NO,71.04,27.85,43.92,77,0,4.47,clear sky
175,Yangzhou,CN,32.4,119.44,61.0,65,0,9.51,clear sky
176,Arraial Do Cabo,BR,-22.97,-42.03,71.35,86,100,21.5,overcast clouds
177,Kyzyl-Suu,KG,42.34,78.0,42.46,59,10,7.0,clear sky
178,Cabo San Lucas,MX,22.89,-109.91,87.8,58,5,11.41,clear sky
179,Bluff,NZ,-46.6,168.33,69.01,51,69,18.01,broken clouds
180,Bichena,ET,10.45,38.2,49.23,87,24,0.38,few clouds
181,Adrar,MR,20.5,-10.07,82.62,50,100,3.71,light rain
182,Zhigansk,RU,66.77,123.37,32.85,97,100,16.37,overcast clouds
183,La Ronge,CA,55.1,-105.28,68.0,52,40,12.75,scattered clouds
184,Kavieng,PG,-2.57,150.8,83.5,80,52,14.92,moderate rain
185,Georgetown,MY,5.41,100.34,80.6,88,20,2.24,thunderstorm
186,Kaeo,NZ,-35.1,173.78,66.99,64,0,1.99,clear sky
187,Kenai,US,60.55,-151.26,51.01,66,90,18.34,light rain
188,Necochea,AR,-38.55,-58.74,46.0,91,100,4.0,light rain
189,Olafsvik,IS,64.89,-23.71,42.6,79,94,7.47,overcast clouds
190,Riyadh,SA,24.69,46.72,75.2,29,0,3.36,clear sky
191,Karratha,AU,-20.74,116.85,66.96,26,2,29.53,clear sky
192,Iqaluit,CA,63.75,-68.51,33.8,86,90,14.99,light snow
193,Camacha,PT,33.08,-16.33,71.6,73,75,6.93,broken clouds
194,Jiexiu,CN,37.02,111.91,50.05,44,84,1.32,broken clouds
195,Aksu,CN,41.12,80.26,54.03,42,69,6.73,broken clouds
196,Puerto Ayora,EC,-0.74,-90.35,69.01,85,39,5.01,scattered clouds
197,San Quintin,MX,30.48,-115.95,82.63,37,55,9.84,broken clouds
198,Kutum,SD,14.2,24.67,73.87,66,45,10.31,scattered clouds
199,Tazovskiy,RU,67.47,78.7,38.57,96,100,16.64,light rain
200,Port Pirie,AU,-33.18,138.02,53.6,76,75,18.34,broken clouds
201,Broome,US,42.25,-75.83,55.0,73,95,1.01,overcast clouds
202,San Patricio,MX,19.22,-104.7,87.8,70,20,11.41,few clouds
203,Abha,SA,18.22,42.51,60.8,82,0,0.63,clear sky
204,Ribeira Grande,PT,38.52,-28.7,68.74,85,5,11.5,clear sky
205,Lake Charles,US,30.21,-93.2,80.6,42,5,5.82,clear sky
206,Pajapan,MX,18.25,-94.7,84.2,58,90,16.11,overcast clouds
207,Hami,CN,42.8,93.45,49.05,39,0,6.53,clear sky
208,San Cristobal,VE,7.77,-72.22,84.2,66,40,9.17,scattered clouds
209,Uige,AO,-7.61,15.06,69.28,89,66,3.31,broken clouds
210,Kruisfontein,ZA,-34.0,24.73,57.99,95,0,4.45,clear sky
211,Murray Bridge,AU,-35.12,139.27,52.0,88,69,1.01,broken clouds
212,Susanville,US,40.42,-120.65,84.99,7,1,13.87,clear sky
213,Hithadhoo,MV,-0.6,73.08,82.33,73,100,9.69,overcast clouds
214,Okhotsk,RU,59.38,143.3,45.61,58,39,9.73,scattered clouds
215,Newport,GB,51.59,-3.0,53.01,95,4,7.94,clear sky
216,Morros,BR,-9.45,-46.3,83.19,21,23,4.05,few clouds
217,Roebourne,AU,-20.78,117.13,66.87,27,0,29.84,clear sky
218,Ampanihy,MG,-24.7,44.75,62.55,75,82,15.14,broken clouds
219,Verkhnevilyuysk,RU,63.45,120.32,36.86,95,100,8.25,overcast clouds
220,Lasa,IT,46.62,10.7,51.01,100,75,11.41,light rain
221,Matara,LK,5.95,80.54,76.59,88,11,9.51,few clouds
222,Rong Kwang,TH,18.34,100.32,75.36,91,100,1.23,overcast clouds
223,Alofi,NU,-19.06,-169.92,80.6,69,75,9.17,broken clouds
224,Namatanai,PG,-3.67,152.43,83.93,75,31,11.63,light rain
225,Nanortalik,GL,60.14,-45.24,34.57,86,1,12.71,clear sky
226,Gallup,US,35.53,-108.74,82.4,7,1,11.41,clear sky
227,Chibuto,MZ,-24.69,33.53,69.49,85,52,8.5,broken clouds
228,Ercis,TR,39.03,43.36,55.4,47,20,8.05,few clouds
229,Aswan,EG,24.09,32.91,78.48,29,0,10.6,clear sky
230,Bontang,ID,0.13,117.5,78.98,84,100,10.27,moderate rain
231,Hamilton,US,39.18,-84.53,54.0,71,90,14.99,overcast clouds
232,Risor,NO,58.72,9.23,54.0,97,100,9.78,overcast clouds
233,Pochutla,MX,15.74,-96.47,79.0,78,90,9.17,overcast clouds
234,Agarak,AM,39.21,46.54,52.3,91,100,1.5,overcast clouds
235,Malkapur,IN,20.88,76.2,73.27,78,81,6.26,broken clouds
236,Imperia,IT,43.97,7.78,54.0,88,67,5.57,broken clouds
237,Hasaki,JP,35.73,140.83,70.0,94,75,3.36,shower rain
238,Varhaug,NO,58.61,5.65,54.0,99,100,17.07,overcast clouds
239,Waingapu,ID,-9.66,120.26,81.46,52,99,3.53,overcast clouds
240,Teahupoo,PF,-17.83,-149.27,82.4,65,40,4.7,scattered clouds
241,Bilibino,RU,68.05,166.44,25.93,93,96,2.77,overcast clouds
242,Gizo,SB,-8.1,156.84,84.34,68,5,5.14,clear sky
243,Syracuse,IT,37.09,15.28,73.0,94,78,4.7,broken clouds
244,Banjarmasin,ID,-3.32,114.59,75.2,88,100,4.09,overcast clouds
245,Fare,PF,-16.7,-151.02,79.05,77,54,14.29,broken clouds
246,Fortuna,US,40.6,-124.16,64.0,87,20,12.75,few clouds
247,Portland,US,45.52,-122.68,71.01,63,20,5.82,few clouds
248,The Valley,AI,18.22,-63.06,82.4,78,20,9.17,few clouds
249,Koupela,BF,12.18,-0.35,79.65,71,71,4.32,broken clouds
250,Los Llanos De Aridane,ES,28.66,-17.92,73.4,73,20,9.17,few clouds
251,Westport,US,41.14,-73.36,62.6,51,1,8.05,clear sky
252,Waren,DE,53.52,12.68,48.99,82,1,6.46,clear sky
253,Poum,NC,-20.23,164.02,72.9,74,0,18.21,clear sky
254,Yarim,YE,14.3,44.38,52.3,76,3,1.83,clear sky
255,Buala,SB,-8.14,159.59,85.3,68,2,8.9,clear sky
256,Yulara,AU,-25.24,130.99,53.6,66,90,14.99,overcast clouds
257,Begles,FR,44.81,-0.55,53.01,93,99,8.05,overcast clouds
258,Husavik,IS,66.04,-17.34,39.2,93,90,4.7,overcast clouds
259,Aqtobe,KZ,50.28,57.21,41.0,48,46,11.18,scattered clouds
260,Bakhmach,UA,51.18,32.76,56.19,37,91,11.21,overcast clouds
261,Do Gonbadan,IR,30.36,50.8,75.2,47,0,2.98,clear sky
262,New Norfolk,AU,-42.78,147.06,44.01,97,100,7.0,light rain
263,East London,ZA,-33.02,27.91,66.34,83,59,16.24,broken clouds
264,Porbandar,IN,21.64,69.61,79.84,78,0,7.38,clear sky
265,Maharajganj,IN,27.13,83.57,78.8,100,40,2.24,mist
266,Mujiayingzi,CN,42.12,118.78,41.43,63,0,8.9,clear sky
267,Esperance,AU,-33.87,121.9,48.2,100,90,2.24,overcast clouds
268,Atar,MR,20.52,-13.05,80.02,58,100,1.1,light rain
269,Palm Valley,US,30.18,-81.39,71.01,1,100,6.69,light rain
270,Juegang,CN,32.32,121.19,64.04,68,18,13.76,light rain
271,Huilong,CN,31.81,121.66,71.01,72,13,15.1,few clouds
272,Soure,BR,-0.72,-48.52,81.01,80,22,15.28,few clouds
273,Yining,CN,29.04,114.56,56.7,91,100,4.76,overcast clouds
274,Gobabis,NA,-22.45,18.97,66.04,24,62,7.11,broken clouds
275,Huarmey,PE,-10.07,-78.15,62.6,81,33,6.73,scattered clouds
276,Kidal,ML,18.44,1.41,89.35,34,38,10.8,scattered clouds
277,Peleduy,RU,59.63,112.74,32.99,94,96,9.04,overcast clouds
278,Nyurba,RU,63.28,118.33,38.01,88,100,9.15,overcast clouds
279,Mamallapuram,IN,12.63,80.17,82.4,65,40,10.29,scattered clouds
280,Dingzhou,CN,38.51,115.0,44.6,75,15,6.71,few clouds
281,Geraldton,AU,-28.77,114.6,53.6,58,0,16.11,clear sky
282,Vazante,BR,-17.99,-46.91,77.32,28,67,2.84,broken clouds
283,Vila Do Maio,CV,15.13,-23.22,75.2,78,20,8.05,few clouds
284,Serov,RU,59.6,60.58,30.88,93,100,4.12,overcast clouds
285,Ketchikan,US,55.34,-131.65,55.4,82,90,17.22,overcast clouds
286,Marawi,PH,8.0,124.29,80.01,81,70,5.01,broken clouds
287,Lebanon,US,36.21,-86.29,64.4,63,20,13.87,few clouds
288,Calmar,CA,53.27,-113.82,59.0,76,90,13.87,shower rain
289,La Rinconada,ES,37.49,-5.98,64.0,63,86,5.82,overcast clouds
290,Cidreira,BR,-30.18,-50.21,61.02,90,100,26.57,overcast clouds
291,Coari,BR,-4.08,-63.14,74.57,86,88,1.88,light rain
292,Ancud,CL,-41.87,-73.82,48.0,70,75,6.93,broken clouds
293,Baneasa,RO,44.05,26.06,66.99,89,52,6.42,broken clouds
294,Sampit,ID,-2.53,112.95,79.93,80,97,0.81,overcast clouds
295,Newala,TZ,-10.94,39.28,62.08,96,44,3.8,scattered clouds
296,Anloga,GH,5.79,0.9,78.8,83,20,8.05,few clouds
297,Asyut,EG,27.18,31.18,78.8,47,0,8.05,clear sky
298,Lubango,AO,-14.92,13.49,60.15,33,24,3.13,few clouds
299,Chato,TZ,-2.64,31.77,70.23,70,26,5.84,scattered clouds
300,Khash,IR,28.22,61.22,57.79,33,0,7.29,clear sky
301,Beian,NO,63.66,9.57,59.0,67,75,20.8,broken clouds
302,Anadyr,RU,64.75,177.48,32.0,88,40,4.47,light snow
303,Coquimbo,CL,-29.95,-71.34,55.4,71,70,8.05,broken clouds
304,Port-Gentil,GA,-0.72,8.78,77.0,94,90,8.72,thunderstorm with light rain
305,Moth,IN,25.72,78.95,75.74,31,18,3.51,few clouds
306,Banjar,ID,-8.19,114.97,78.8,100,75,2.24,broken clouds
307,Great Falls,US,47.5,-111.3,80.6,13,1,17.22,clear sky
308,Haines Junction,CA,60.75,-137.51,41.49,85,100,3.06,light rain
309,Fomboni,KM,-12.28,43.74,77.45,75,98,5.73,overcast clouds
310,Benghazi,LY,32.12,20.07,85.96,34,0,15.03,clear sky
311,Vila Velha,BR,-20.33,-40.29,81.0,88,40,5.82,scattered clouds
312,Vila Franca Do Campo,PT,37.72,-25.43,64.4,82,20,4.7,few clouds
313,Rabo De Peixe,PT,37.8,-25.58,64.4,82,20,4.7,few clouds
314,Itoman,JP,26.12,127.67,80.6,74,20,9.17,few clouds
315,Ypsonas,CY,34.69,32.96,68.0,56,0,2.24,clear sky
316,Mulege,MX,26.88,-111.98,91.94,31,0,5.3,clear sky
317,Griffith,US,41.53,-87.42,51.8,57,1,3.36,clear sky
318,Vila,PT,42.03,-8.16,51.01,92,77,5.99,broken clouds
319,Nome,US,64.5,-165.41,42.8,87,90,6.93,light rain
320,Chernyshevskiy,RU,63.01,112.47,37.85,95,100,9.42,overcast clouds
321,Okmulgee,US,35.62,-95.96,68.0,37,1,6.93,clear sky
322,Antofagasta,CL,-23.65,-70.4,55.4,76,75,12.75,broken clouds
323,Pauini,BR,-7.71,-66.98,79.32,66,62,2.24,broken clouds
324,Churapcha,RU,62.0,132.43,29.55,93,46,5.84,scattered clouds
325,Lavumisa,SZ,-27.31,31.89,68.76,92,100,2.44,moderate rain
326,Kodinsk,RU,58.69,99.18,32.18,96,70,4.97,broken clouds
327,Sao Filipe,CV,14.9,-24.5,78.1,72,29,6.53,scattered clouds
328,Grootfontein,NA,-19.57,18.12,69.58,31,1,7.09,clear sky
329,Mayumba,GA,-3.43,10.66,76.82,87,100,8.95,overcast clouds
330,Capinota,BO,-17.72,-66.23,69.8,40,20,5.82,few clouds
331,Hobyo,SO,5.35,48.53,78.62,85,27,15.23,scattered clouds
332,Teya,RU,60.38,92.63,42.8,89,100,4.97,light rain
333,Cuiluan,CN,47.72,128.65,44.94,88,100,9.15,overcast clouds
334,Xining,CN,36.62,101.77,40.89,65,67,1.77,broken clouds
335,Tecoanapa,MX,16.52,-98.75,81.59,72,9,3.53,clear sky
336,Kita,ML,13.03,-9.49,74.84,87,92,1.83,overcast clouds
337,Mahajanga,MG,-15.72,46.32,78.8,83,40,2.24,scattered clouds
338,Zmeinogorsk,RU,51.16,82.19,41.32,93,100,4.97,moderate rain
339,Mayo,US,38.89,-76.51,61.0,77,1,5.73,clear sky
340,Kodiak,US,57.79,-152.41,46.4,87,90,20.8,moderate rain
341,Chapais,CA,49.78,-74.85,35.6,93,90,2.24,overcast clouds
342,Ambon,ID,-3.7,128.18,82.4,78,20,3.36,few clouds
343,Kurilsk,RU,45.23,147.88,58.19,92,100,14.54,moderate rain
344,Taoudenni,ML,22.68,-3.98,83.32,54,97,17.98,overcast clouds
345,Itatskiy,RU,56.07,89.04,42.4,82,100,5.7,overcast clouds
346,Ngunguru,NZ,-35.62,174.5,66.99,64,14,1.99,few clouds
347,Shimoda,JP,34.67,138.95,77.0,78,75,16.11,broken clouds
348,Talnakh,RU,69.49,88.4,32.0,98,90,13.42,heavy shower snow
349,New Lenox,US,41.51,-87.97,51.8,59,40,6.93,scattered clouds
350,Aykhal,RU,66.0,111.5,33.8,100,90,8.95,overcast clouds
351,Puebla,MX,18.83,-98.0,66.2,25,40,11.41,scattered clouds
352,Kleive,NO,62.8,7.64,62.6,77,76,17.22,light intensity shower rain
353,Coihaique,CL,-45.58,-72.07,48.2,77,75,11.41,broken clouds
354,Thai Nguyen,VN,21.59,105.84,78.8,100,75,3.36,mist
355,Tautira,PF,-17.73,-149.15,82.4,65,40,4.7,scattered clouds
356,Price,US,39.6,-110.81,78.8,11,1,3.36,clear sky
357,Pevek,RU,69.7,170.31,33.17,85,75,10.22,broken clouds
358,Goundam,ML,16.41,-3.67,91.72,37,72,3.49,light rain
359,Kahului,US,20.89,-156.47,89.6,49,20,28.86,few clouds
360,Atambua,ID,-9.11,124.89,83.28,44,100,0.2,overcast clouds
361,Tignoan,PH,14.56,121.62,82.4,78,20,3.36,few clouds
362,Sorland,NO,67.67,12.69,53.98,75,76,23.82,broken clouds
363,Gat,IL,31.61,34.76,72.0,100,0,1.01,clear sky
364,Saint-Pierre,RE,-21.34,55.48,68.0,88,92,13.87,light rain
365,Arrifes,PT,37.77,-25.7,64.4,82,20,4.7,few clouds
366,Itarema,BR,-2.92,-39.92,78.73,80,29,14.79,scattered clouds
367,Mahibadhoo,MV,3.78,72.97,81.91,76,50,14.32,light rain
368,Tura,IN,25.52,90.22,73.9,92,18,1.66,few clouds
